longdist;local;int_disc;billtype;pay;gender;marital;income;agecat;churn
9-14;<8;Нет;Бюджетный;CC;Мужской;Женат;57372,4;31-45;0
9-14;<8;Нет;Бюджетный;CC;Мужской;Женат;21380,9;31-45;0
9-14;<8;Нет;Бюджетный;CC;Мужской;Женат;84479,2;46-58;0
9-14;<8;Да;Бесплатный;CC;Женский;Женат;8204,72;<31;0
9-14;<8;Да;Бесплатный;CC;Женский;Женат;9414,82;<31;0
9-14;<8;Да;Бесплатный;CC;Женский;Женат;28384,5;<31;0
9-14;<8;Нет;Бюджетный;CC;Мужской;Одинокий;36824,5;<31;0
9-14;<8;Нет;Бюджетный;CC;Мужской;Одинокий;12439,4;<31;0
9-14;<8;Нет;Бюджетный;CC;Мужской;Одинокий;17540,7;<31;0
9-14;<8;Нет;Бюджетный;Auto;Женский;Женат;5283,2;31-45;1
9-14;<8;Нет;Бюджетный;Auto;Женский;Женат;44065,4;31-45;1
9-14;<8;Нет;Бюджетный;Auto;Женский;Женат;14690,1;31-45;1
9-14;<8;Да;Бюджетный;Auto;Женский;Женат;95405,7;46-58;1
9-14;<8;Да;Бюджетный;Auto;Женский;Женат;9448,62;46-58;1
9-14;<8;Да;Бюджетный;Auto;Женский;Женат;94024,1;46-58;1
9-14;<8;Нет;Бюджетный;CC;Мужской;Одинокий;68467,1;59-70;0
9-14;<8;Нет;Бюджетный;CC;Мужской;Одинокий;60282,8;59-70;0
9-14;<8;Нет;Бюджетный;CC;Мужской;Одинокий;90971,4;59-70;0
<2;8-20;Нет;Бесплатный;CH;Мужской;Женат;94778,3;<31;1
<2;8-20;Нет;Бесплатный;CH;Мужской;Женат;91198,6;<31;1
<2;8-20;Нет;Бесплатный;CH;Мужской;Женат;26609,9;<31;1
<2;8-20;Да;Бесплатный;CH;Мужской;Одинокий;25353,4;31-45;0
<2;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;42002;31-45;0
<2;8-20;Да;Бесплатный;CH;Мужской;Одинокий;61766,7;31-45;0
<2;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;43448;31-45;0
<2;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;96283,6;31-45;0
<2;8-20;Да;Бесплатный;CH;Мужской;Одинокий;89344,4;31-45;0
<2;8-20;Да;Бюджетный;CH;Женский;Женат;50500,7;<31;1
<2;8-20;Да;Бюджетный;CH;Женский;Женат;75991,2;<31;1
<2;8-20;Да;Бюджетный;CH;Женский;Женат;57517,9;<31;1
<2;8-20;Нет;Бюджетный;CC;Мужской;Женат;63291,1;46-58;1
<2;8-20;Нет;Бюджетный;CC;Мужской;Женат;50290,7;46-58;1
<2;8-20;Нет;Бюджетный;CC;Мужской;Женат;14309,1;46-58;1
<2;8-20;Нет;Бюджетный;CC;Женский;Женат;58167,3;59-70;1
<2;8-20;Нет;Бюджетный;CC;Женский;Женат;2530,76;59-70;1
<2;8-20;Нет;Бюджетный;CC;Женский;Женат;85774,3;59-70;1
<2;8-20;Да;Бюджетный;Auto;Женский;Женат;41146,2;59-70;0
<2;8-20;Да;Бюджетный;Auto;Женский;Женат;23816,6;59-70;0
<2;8-20;Да;Бюджетный;Auto;Женский;Женат;50290,7;59-70;0
<2;8-20;Нет;Бюджетный;Auto;Мужской;Женат;2974,76;31-45;0
<2;8-20;Нет;Бюджетный;Auto;Мужской;Женат;82783,8;31-45;0
<2;8-20;Нет;Бюджетный;Auto;Мужской;Женат;52921;31-45;0
<2;8-20;Нет;Бесплатный;CC;Мужской;Женат;80066,3;59-70;0
<2;8-20;Нет;Бесплатный;CC;Мужской;Женат;20818,5;59-70;0
<2;8-20;Нет;Бесплатный;CC;Мужской;Женат;63306,6;59-70;0
<2;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;86537,4;71+;1
<2;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;89788;71+;1
<2;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;81295,5;71+;1
<2;8-20;Нет;Бесплатный;CC;Мужской;Женат;38302,7;<31;1
<2;8-20;Нет;Бесплатный;CC;Мужской;Женат;67634,7;<31;1
<2;8-20;Нет;Бесплатный;CC;Мужской;Женат;9929,4;<31;1
<2;8-20;Нет;Бесплатный;CC;Женский;Одинокий;43654,4;31-45;1
<2;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;23715;31-45;0
<2;8-20;Нет;Бесплатный;CC;Женский;Одинокий;13091,6;31-45;1
<2;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;49561;31-45;0
<2;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;887,5;31-45;0
<2;8-20;Нет;Бесплатный;CH;Женский;Одинокий;80417,5;31-45;1
<2;8-20;Нет;Бесплатный;CH;Женский;Одинокий;97341,4;31-45;1
<2;8-20;Нет;Бесплатный;CH;Женский;Одинокий;295,94;31-45;1
<2;8-20;Нет;Бесплатный;CC;Женский;Одинокий;48471,1;31-45;1
<2;8-20;Да;Бюджетный;CC;Мужской;Одинокий;27498,1;46-58;0
<2;8-20;Да;Бюджетный;CC;Мужской;Одинокий;51611,3;46-58;0
<2;8-20;Да;Бюджетный;CC;Мужской;Одинокий;50530,8;46-58;0
<2;8-20;Да;Бесплатный;CC;Женский;Женат;85184,6;59-70;1
<2;8-20;Да;Бесплатный;CC;Женский;Женат;74342,9;59-70;1
<2;8-20;Да;Бесплатный;CC;Женский;Женат;47211,6;59-70;1
2-8;8-20;Да;Бесплатный;CH;Мужской;Женат;33912,4;<31;1
2-8;8-20;Да;Бесплатный;CH;Мужской;Женат;64546,4;<31;1
2-8;8-20;Да;Бесплатный;CH;Мужской;Женат;38788,3;<31;1
2-8;8-20;Нет;Бесплатный;CH;Мужской;Женат;59232,8;46-58;0
2-8;8-20;Нет;Бюджетный;CC;Женский;Женат;55059,2;46-58;0
2-8;8-20;Нет;Бесплатный;CH;Мужской;Женат;14519,1;46-58;0
2-8;8-20;Нет;Бюджетный;CH;Женский;Женат;78994,1;46-58;1
2-8;8-20;Нет;Бесплатный;Auto;Женский;Женат;77374,6;46-58;0
2-8;8-20;Нет;Бюджетный;CC;Женский;Женат;41876,6;46-58;0
2-8;8-20;Нет;Бесплатный;Auto;Женский;Женат;7010,68;46-58;0
2-8;8-20;Нет;Бюджетный;CH;Женский;Женат;32005,6;46-58;1
2-8;8-20;Да;Бюджетный;CC;Женский;Одинокий;92885,9;46-58;1
2-8;8-20;Нет;Бесплатный;Auto;Женский;Женат;32272,7;46-58;0
2-8;8-20;Нет;Бюджетный;CH;Женский;Женат;19546,6;46-58;1
2-8;8-20;Да;Бюджетный;CC;Женский;Одинокий;87872,9;46-58;1
2-8;8-20;Нет;Бесплатный;CH;Мужской;Женат;37135,5;46-58;0
2-8;8-20;Да;Бюджетный;CC;Женский;Одинокий;86905,4;46-58;1
2-8;8-20;Нет;Бюджетный;CC;Женский;Женат;38457,9;46-58;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;43448;71+;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;56562,9;71+;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;79685;71+;0
2-8;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;38687,2;31-45;1
2-8;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;61231,7;31-45;1
2-8;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;50676;46-58;1
2-8;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;13965,4;<31;0
2-8;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;54486,5;<31;0
2-8;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;93476,6;<31;0
2-8;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;42795,9;31-45;0
2-8;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;50290,7;31-45;0
2-8;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;13965,4;31-45;0
2-8;8-20;Да;Бюджетный;Auto;Женский;Женат;86252,8;46-58;1
2-8;8-20;Да;Бюджетный;Auto;Женский;Женат;14604,9;46-58;1
2-8;8-20;Да;Бюджетный;Auto;Женский;Женат;5197;46-58;1
2-8;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;91708,4;59-70;0
2-8;8-20;Нет;Бюджетный;CC;Женский;Женат;98056,3;59-70;1
2-8;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;29854,3;59-70;0
2-8;8-20;Нет;Бюджетный;CC;Женский;Женат;87844,8;59-70;1
2-8;8-20;Нет;Бюджетный;CC;Женский;Женат;5257,65;59-70;1
2-8;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;37877,6;59-70;0
2-8;8-20;Нет;Бесплатный;Auto;Мужской;Женат;8383,47;71+;0
2-8;8-20;Нет;Бесплатный;Auto;Мужской;Женат;7673,47;71+;0
2-8;8-20;Нет;Бесплатный;Auto;Мужской;Женат;30933,6;71+;0
2-8;8-20;Да;Бюджетный;CC;Мужской;Одинокий;97205,2;31-45;0
2-8;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;23234,8;31-45;0
2-8;8-20;Да;Бюджетный;CC;Мужской;Одинокий;33149,2;31-45;0
2-8;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;13829,4;31-45;0
2-8;8-20;Да;Бюджетный;CC;Мужской;Одинокий;35827,5;46-58;0
2-8;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;94278,7;46-58;0
2-8;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;50530,8;<31;1
2-8;8-20;Нет;Бесплатный;CC;Женский;Женат;41063,6;<31;0
2-8;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;89270,4;<31;1
2-8;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;85927,7;<31;1
2-8;8-20;Нет;Бесплатный;CC;Женский;Женат;99563,1;<31;0
2-8;8-20;Нет;Бесплатный;CC;Женский;Женат;84342,2;<31;0
2-8;8-20;Да;Бесплатный;CC;Женский;Одинокий;33671;59-70;1
2-8;8-20;Да;Бесплатный;CC;Женский;Одинокий;91100,6;59-70;1
2-8;8-20;Да;Бесплатный;CC;Женский;Одинокий;14799,8;59-70;1
2-8;8-20;Да;Бесплатный;CC;Мужской;Женат;42623,5;71+;0
2-8;8-20;Да;Бесплатный;CC;Мужской;Женат;77717,1;71+;0
2-8;8-20;Да;Бесплатный;CC;Мужской;Женат;8854,31;71+;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;81295,5;31-45;1
2-8;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;11458,4;31-45;1
2-8;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;77622,9;46-58;1
2-8;8-20;Да;Бесплатный;CC;Мужской;Женат;53676,8;<31;0
2-8;8-20;Да;Бесплатный;CC;Мужской;Женат;72649,3;<31;0
2-8;8-20;Да;Бесплатный;CC;Мужской;Женат;63230,3;<31;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;7071,46;59-70;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;76660,7;59-70;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;24344,1;59-70;0
2-8;8-20;Да;Бюджетный;CH;Мужской;Женат;91347,1;71+;0
2-8;8-20;Да;Бюджетный;CH;Мужской;Женат;57372,4;71+;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;73338;71+;1
2-8;8-20;Да;Бюджетный;CC;Мужской;Одинокий;4841,33;71+;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;28528;71+;1
2-8;8-20;Да;Бюджетный;CH;Мужской;Женат;31264,5;71+;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;85705,8;71+;1
2-8;8-20;Да;Бюджетный;CC;Мужской;Одинокий;15688,5;71+;0
2-8;8-20;Да;Бюджетный;CC;Мужской;Одинокий;75854,9;71+;0
2-8;8-20;Нет;Бесплатный;CH;Женский;Одинокий;78801,2;31-45;1
2-8;8-20;Нет;Бесплатный;CH;Женский;Одинокий;43734,1;31-45;1
2-8;8-20;Нет;Бесплатный;CH;Женский;Одинокий;53357,2;31-45;1
2-8;8-20;Нет;Бюджетный;CC;Женский;Женат;96519,1;<31;0
2-8;8-20;Нет;Бюджетный;CC;Женский;Женат;57122,2;<31;0
2-8;8-20;Нет;Бесплатный;CH;Женский;Одинокий;82666,3;<31;0
2-8;8-20;Нет;Бесплатный;CH;Женский;Одинокий;50290,7;<31;0
2-8;8-20;Нет;Бюджетный;CC;Женский;Женат;18345,3;<31;0
2-8;8-20;Нет;Бесплатный;CH;Женский;Одинокий;64546,4;<31;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;91427,2;31-45;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;18552,7;31-45;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;16915,2;31-45;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;58807,5;31-45;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;50290,7;31-45;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;94449,5;31-45;0
2-8;8-20;Да;Бюджетный;CC;Женский;Женат;21709,7;59-70;1
2-8;8-20;Нет;Бюджетный;CH;Мужской;Женат;82666,3;59-70;0
2-8;8-20;Да;Бюджетный;CC;Женский;Женат;45057,1;59-70;1
2-8;8-20;Нет;Бюджетный;CH;Мужской;Женат;49059,4;59-70;0
2-8;8-20;Да;Бюджетный;CC;Женский;Женат;62990,7;59-70;1
2-8;8-20;Нет;Бюджетный;CH;Мужской;Женат;18913,2;59-70;0
2-8;8-20;Нет;Бюджетный;CC;Женский;Одинокий;96854,3;71+;1
2-8;8-20;Нет;Бюджетный;Auto;Мужской;Одинокий;13094,8;71+;0
2-8;8-20;Нет;Бюджетный;CC;Женский;Одинокий;88791,5;71+;1
2-8;8-20;Нет;Бюджетный;Auto;Мужской;Одинокий;11691,2;71+;0
2-8;8-20;Нет;Бюджетный;Auto;Мужской;Одинокий;10391,1;71+;0
2-8;8-20;Нет;Бюджетный;CC;Женский;Одинокий;15688,5;71+;1
2-8;8-20;Нет;Бесплатный;Auto;Женский;Женат;93645,3;31-45;1
2-8;8-20;Нет;Бюджетный;CC;Женский;Одинокий;10878,5;31-45;1
2-8;8-20;Нет;Бюджетный;CC;Женский;Одинокий;67933,8;31-45;1
2-8;8-20;Нет;Бесплатный;Auto;Женский;Женат;2759,49;31-45;1
2-8;8-20;Нет;Бесплатный;Auto;Женский;Женат;42639,1;46-58;1
2-8;8-20;Нет;Бюджетный;CC;Женский;Одинокий;51669;46-58;1
2-8;8-20;Да;Бесплатный;CC;Мужской;Одинокий;37248,6;<31;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;23526,2;<31;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;44469,6;<31;0
2-8;8-20;Да;Бесплатный;CC;Мужской;Одинокий;86711,3;<31;0
2-8;8-20;Да;Бесплатный;CC;Мужской;Одинокий;94278,7;<31;0
2-8;8-20;Нет;Бюджетный;CC;Мужской;Женат;45444;<31;0
2-8;8-20;Нет;Бюджетный;Auto;Женский;Женат;13094,8;31-45;0
2-8;8-20;Нет;Бюджетный;Auto;Женский;Женат;81711,9;31-45;0
2-8;8-20;Нет;Бесплатный;CC;Женский;Одинокий;95132,7;31-45;0
2-8;8-20;Нет;Бесплатный;CC;Женский;Одинокий;49561;31-45;0
2-8;8-20;Нет;Бюджетный;Auto;Женский;Женат;95448,6;31-45;0
2-8;8-20;Нет;Бесплатный;CC;Женский;Одинокий;5930,86;31-45;0
2-8;8-20;Да;Бюджетный;CC;Мужской;Женат;37661;46-58;0
2-8;8-20;Да;Бюджетный;CC;Мужской;Женат;76213,2;46-58;0
2-8;8-20;Да;Бюджетный;CC;Мужской;Женат;91620,6;46-58;0
2-8;8-20;Нет;Бесплатный;CC;Мужской;Женат;92426,5;59-70;0
2-8;8-20;Нет;Бесплатный;CC;Мужской;Женат;43235,5;59-70;0
2-8;8-20;Нет;Бесплатный;CC;Мужской;Женат;63985;59-70;0
2-8;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;93996,8;71+;0
2-8;8-20;Нет;Бесплатный;CC;Женский;Женат;45818,7;71+;0
2-8;8-20;Нет;Бесплатный;CC;Женский;Женат;16875,9;71+;0
2-8;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;25796,5;71+;0
2-8;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;4875,25;71+;0
2-8;8-20;Нет;Бесплатный;CC;Женский;Женат;585,79;71+;0
2-8;8-20;Нет;Бесплатный;CH;Мужской;Женат;33065;31-45;1
2-8;8-20;Да;Бюджетный;CC;Мужской;Одинокий;82196,6;31-45;0
2-8;8-20;Да;Бюджетный;CC;Мужской;Одинокий;349,09;31-45;0
2-8;8-20;Да;Бюджетный;CC;Мужской;Одинокий;50290,7;31-45;0
2-8;8-20;Нет;Бесплатный;CH;Мужской;Женат;99485,3;31-45;1
2-8;8-20;Нет;Бесплатный;CH;Мужской;Женат;50290,7;46-58;1
9-14;8-20;Нет;Бюджетный;CH;Женский;Женат;68987,5;<31;1
9-14;8-20;Нет;Бесплатный;CC;Женский;Женат;36090,7;<31;1
9-14;8-20;Нет;Бесплатный;CC;Женский;Женат;61825,5;<31;1
9-14;8-20;Нет;Бесплатный;CC;Женский;Женат;75991,2;<31;1
9-14;8-20;Нет;Бюджетный;CH;Женский;Женат;83977,6;<31;1
9-14;8-20;Нет;Бюджетный;CH;Женский;Женат;16814,1;<31;1
9-14;8-20;Нет;Бюджетный;CC;Женский;Женат;79960;31-45;1
9-14;8-20;Нет;Бюджетный;CC;Женский;Женат;44785,4;31-45;1
9-14;8-20;Нет;Бюджетный;CC;Женский;Женат;58167,3;31-45;1
9-14;8-20;Да;Бесплатный;CC;Мужской;Одинокий;15434,3;46-58;0
9-14;8-20;Нет;Бесплатный;CH;Мужской;Женат;28464;46-58;0
9-14;8-20;Нет;Бесплатный;CH;Мужской;Женат;3902,04;46-58;0
9-14;8-20;Нет;Бесплатный;CH;Мужской;Женат;22567,9;46-58;0
9-14;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;61334,8;46-58;0
9-14;8-20;Да;Бесплатный;CC;Мужской;Одинокий;33043,1;46-58;0
9-14;8-20;Да;Бесплатный;CC;Мужской;Одинокий;36016,9;46-58;0
9-14;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;33671;46-58;0
9-14;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;95405,7;46-58;0
9-14;8-20;Да;Бюджетный;Auto;Женский;Одинокий;50126,8;59-70;0
9-14;8-20;Да;Бюджетный;Auto;Женский;Одинокий;21288,3;59-70;0
9-14;8-20;Да;Бюджетный;Auto;Женский;Одинокий;3628,78;59-70;0
9-14;8-20;Нет;Бесплатный;Auto;Женский;Женат;91008,7;<31;1
9-14;8-20;Нет;Бесплатный;Auto;Женский;Женат;3920,43;<31;1
9-14;8-20;Нет;Бюджетный;CH;Мужской;Женат;98533,3;<31;0
9-14;8-20;Нет;Бюджетный;CH;Мужской;Женат;87844,8;<31;0
9-14;8-20;Нет;Бесплатный;Auto;Женский;Женат;90070,5;<31;1
9-14;8-20;Нет;Бюджетный;CH;Мужской;Женат;91051;<31;0
9-14;8-20;Нет;Бюджетный;CH;Мужской;Женат;64283,2;31-45;0
9-14;8-20;Нет;Бюджетный;CH;Мужской;Женат;53357,2;31-45;0
9-14;8-20;Нет;Бюджетный;CH;Мужской;Женат;46056,8;31-45;0
9-14;8-20;Нет;Бесплатный;Auto;Мужской;Одинокий;15819,6;46-58;0
9-14;8-20;Да;Бюджетный;Auto;Женский;Женат;16712,9;46-58;1
9-14;8-20;Нет;Бесплатный;Auto;Мужской;Одинокий;82001,8;46-58;0
9-14;8-20;Да;Бюджетный;Auto;Женский;Женат;63230,3;46-58;1
9-14;8-20;Нет;Бесплатный;Auto;Мужской;Одинокий;82196,6;46-58;0
9-14;8-20;Да;Бюджетный;Auto;Женский;Женат;57091,6;46-58;1
9-14;8-20;Нет;Бюджетный;Auto;Женский;Одинокий;34148,6;59-70;1
9-14;8-20;Нет;Бюджетный;Auto;Женский;Одинокий;91147,5;59-70;1
9-14;8-20;Нет;Бюджетный;Auto;Женский;Одинокий;17371;59-70;1
9-14;8-20;Да;Бюджетный;CC;Женский;Женат;76660,7;71+;1
9-14;8-20;Да;Бюджетный;CC;Женский;Женат;10219;71+;1
9-14;8-20;Да;Бюджетный;CC;Женский;Женат;23947,8;71+;1
9-14;8-20;Нет;Бесплатный;CC;Женский;Одинокий;55844,7;31-45;0
9-14;8-20;Нет;Бесплатный;CC;Женский;Одинокий;79009,7;31-45;0
9-14;8-20;Нет;Бесплатный;CC;Женский;Одинокий;27778,2;46-58;0
9-14;8-20;Да;Бюджетный;Auto;Женский;Одинокий;69730,9;<31;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Одинокий;60550,5;<31;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Одинокий;48841,4;<31;0
9-14;8-20;Нет;Бюджетный;CH;Женский;Женат;17888,7;<31;1
9-14;8-20;Нет;Бюджетный;CH;Женский;Женат;57091,6;<31;1
9-14;8-20;Да;Бюджетный;Auto;Женский;Одинокий;67239,4;<31;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Одинокий;84112,6;<31;0
9-14;8-20;Нет;Бюджетный;CH;Женский;Женат;31561,5;<31;1
9-14;8-20;Да;Бюджетный;Auto;Женский;Одинокий;23660,3;<31;0
9-14;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;8513,14;31-45;0
9-14;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;42763,7;31-45;0
9-14;8-20;Нет;Бесплатный;CC;Мужской;Одинокий;69444,5;31-45;0
9-14;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;37498,2;46-58;1
9-14;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;37389,2;46-58;1
9-14;8-20;Нет;Бесплатный;Auto;Женский;Одинокий;66296,1;46-58;1
9-14;8-20;Да;Бесплатный;CH;Женский;Женат;78877,5;46-58;1
9-14;8-20;Да;Бесплатный;CH;Женский;Женат;10764,6;46-58;1
9-14;8-20;Да;Бесплатный;CH;Женский;Женат;41153,9;46-58;1
9-14;8-20;Нет;Бюджетный;Auto;Женский;Одинокий;49176,2;59-70;1
9-14;8-20;Нет;Бюджетный;Auto;Женский;Одинокий;37120;59-70;1
9-14;8-20;Нет;Бюджетный;Auto;Женский;Одинокий;24329,4;59-70;1
9-14;8-20;Да;Бюджетный;CH;Женский;Одинокий;71000,5;59-70;1
9-14;8-20;Да;Бюджетный;CH;Женский;Одинокий;94451,7;59-70;1
9-14;8-20;Да;Бюджетный;CH;Женский;Одинокий;35219,6;59-70;1
9-14;8-20;Нет;Бесплатный;CC;Женский;Одинокий;24626;31-45;1
9-14;8-20;Нет;Бесплатный;CC;Женский;Одинокий;54670,4;31-45;1
9-14;8-20;Да;Бюджетный;CC;Мужской;Женат;33373,9;31-45;0
9-14;8-20;Да;Бюджетный;CC;Мужской;Женат;67812,8;31-45;0
9-14;8-20;Нет;Бесплатный;CC;Женский;Одинокий;95429,7;31-45;1
9-14;8-20;Да;Бюджетный;CC;Мужской;Женат;84112,6;46-58;0
9-14;8-20;Нет;Бюджетный;Auto;Женский;Женат;7330,68;<31;0
9-14;8-20;Нет;Бюджетный;CH;Мужской;Женат;22718,6;<31;0
9-14;8-20;Да;Бюджетный;CC;Женский;Женат;70052;<31;0
9-14;8-20;Да;Бюджетный;CC;Женский;Женат;76394;<31;0
9-14;8-20;Нет;Бюджетный;CH;Мужской;Женат;57430,5;<31;0
9-14;8-20;Да;Бюджетный;CC;Женский;Женат;60325,9;<31;0
9-14;8-20;Нет;Бюджетный;Auto;Женский;Женат;2902,34;<31;0
9-14;8-20;Нет;Бюджетный;Auto;Женский;Женат;37389,2;<31;0
9-14;8-20;Нет;Бюджетный;CH;Мужской;Женат;80385,4;<31;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Женат;23464;31-45;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Женат;65670;31-45;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Женат;99261,8;31-45;0
9-14;8-20;Нет;Бюджетный;CC;Мужской;Женат;4841,33;46-58;0
9-14;8-20;Нет;Бюджетный;CC;Мужской;Женат;88811;46-58;0
9-14;8-20;Нет;Бюджетный;CC;Мужской;Женат;22925,1;46-58;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Одинокий;29835,9;71+;1
9-14;8-20;Нет;Бюджетный;CC;Женский;Одинокий;23289,7;71+;1
9-14;8-20;Нет;Бюджетный;CC;Женский;Одинокий;35827,5;71+;1
9-14;8-20;Нет;Бесплатный;Auto;Мужской;Женат;57307,1;31-45;0
9-14;8-20;Нет;Бесплатный;Auto;Мужской;Женат;77680;31-45;0
9-14;8-20;Нет;Бесплатный;Auto;Мужской;Женат;57322,1;31-45;0
9-14;8-20;Нет;Бюджетный;Auto;Женский;Женат;67720,2;<31;0
9-14;8-20;Нет;Бюджетный;Auto;Женский;Женат;24855,7;<31;0
9-14;8-20;Нет;Бюджетный;Auto;Женский;Женат;68704,3;<31;0
9-14;8-20;Нет;Бесплатный;CC;Женский;Одинокий;49724,1;31-45;1
9-14;8-20;Нет;Бесплатный;CC;Женский;Одинокий;39700,3;31-45;1
9-14;8-20;Нет;Бесплатный;CC;Женский;Одинокий;91100,6;31-45;1
9-14;8-20;Да;Бесплатный;CC;Женский;Одинокий;1302,4;59-70;1
9-14;8-20;Да;Бесплатный;CC;Женский;Одинокий;73850;59-70;1
9-14;8-20;Да;Бесплатный;CC;Женский;Одинокий;50050,5;59-70;1
9-14;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;34437,2;31-45;0
9-14;8-20;Нет;Бесплатный;CC;Мужской;Женат;20478,6;31-45;0
9-14;8-20;Нет;Бюджетный;Auto;Женский;Одинокий;88177,1;31-45;0
9-14;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;55501,6;31-45;0
9-14;8-20;Нет;Бесплатный;CC;Мужской;Женат;25298,6;31-45;0
9-14;8-20;Нет;Бесплатный;CC;Мужской;Женат;84754,4;31-45;0
9-14;8-20;Нет;Бюджетный;Auto;Женский;Одинокий;97205,2;31-45;0
9-14;8-20;Нет;Бесплатный;CH;Мужской;Одинокий;110,28;46-58;0
9-14;8-20;Нет;Бюджетный;Auto;Женский;Одинокий;33967,7;46-58;0
9-14;8-20;Да;Бесплатный;CC;Мужской;Одинокий;99619,9;<31;0
9-14;8-20;Да;Бесплатный;CC;Мужской;Одинокий;28787,4;<31;0
9-14;8-20;Да;Бесплатный;CC;Мужской;Одинокий;24141,5;<31;0
9-14;8-20;Да;Бюджетный;CH;Мужской;Одинокий;41146,2;46-58;0
9-14;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;96412,1;46-58;0
9-14;8-20;Да;Бюджетный;CH;Мужской;Одинокий;38038,7;46-58;0
9-14;8-20;Да;Бюджетный;CH;Мужской;Одинокий;92798,9;46-58;0
9-14;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;71570,3;46-58;0
9-14;8-20;Нет;Бюджетный;CC;Мужской;Одинокий;82190,5;46-58;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Женат;33043,1;59-70;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Женат;77246,3;59-70;0
9-14;8-20;Нет;Бюджетный;CC;Женский;Женат;24141,5;59-70;0
9-14;8-20;Нет;Бесплатный;CH;Женский;Женат;63000,1;59-70;1
9-14;8-20;Да;Бесплатный;CH;Женский;Женат;27376;59-70;0
9-14;8-20;Нет;Бесплатный;CH;Женский;Женат;45444;59-70;1
