age;ed;employ;address;income;debtinc;creddebt
38;Неполное среднее;1;0;18;22,94;1,91
29;Среднее;3;10;22,2;0,97;0,08
34;Незаконченное высшее;4;15;30,9;12,65;0,94
26;Среднее;2;4;20,3;7,63;0,5
39;Неполное среднее;1;17;23,9;7,36;0,47
45;Неполное среднее;23;15;101,8;25,98;11,72
34;Среднее;7;13;42,6;27,38;1,78
24;Неполное среднее;2;0;29,1;12,93;1,12
29;Среднее;10;8;38,9;6,24;0,6
40;Среднее;3;9;32,4;5,65;1,07
31;Неполное среднее;0;0;19,6;7,16;0,52
42;Среднее;19;8;83,5;10,24;3,01
47;Неполное среднее;16;5;53,3;4,67;0,89
43;Среднее;1;8;28,2;13,56;1,22
36;Среднее;11;7;46,7;12,52;2,84
57;Неполное среднее;10;1;55,4;1,15;0,28
32;Среднее специальное;3;12;60,5;2,74;0,56
48;Среднее специальное;1;16;32;5,8;1
44;Неполное среднее;7;23;41,4;6,74;1,02
33;Неполное среднее;14;13;60,8;2,18;0,25
29;Неполное среднее;3;1;14,7;5,44;0,05
39;Неполное среднее;15;18;37,9;4,72;0,71
37;Среднее специальное;7;9;50,5;5,56;1,17
48;Неполное среднее;1;15;38,6;0,42;0,03
41;Неполное среднее;13;2;25;4,36;0,5
25;Неполное среднее;6;0;29;7,17;0,21
34;Неполное среднее;1;15;23,1;4,89;0,19
23;Неполное среднее;7;0;25,8;6,15;0,21
49;Неполное среднее;10;25;36,1;10,86;1,64
28;Среднее специальное;5;0;33,5;10,56;2,83
36;Неполное среднее;4;13;27,3;7,94;0,59
27;Неполное среднее;10;8;29,4;7,78;0,85
37;Среднее;13;5;49,9;4,25;0,5
31;Неполное среднее;11;7;65,6;12,86;2,76
34;Среднее;4;0;23,9;8,79;1,5
44;Среднее специальное;15;15;113,4;7,74;0,73
31;Среднее специальное;10;10;79;7,86;1,2
41;Среднее;2;13;22,7;9,6;0,98
46;Незаконченное высшее;14;4;125,4;25,97;17,91
42;Неполное среднее;17;22;65,3;4,44;1,57
35;Среднее специальное;12;6;101,2;7,53;3,42
37;Незаконченное высшее;13;18;63,9;30,89;8,19
43;Среднее;18;5;106,1;0,98;0,38
30;Неполное среднее;10;6;43;6,49;1,87
34;Среднее специальное;2;15;31,4;7,42;0,92
28;Неполное среднее;11;5;27,7;9,94;0,91
49;Среднее;18;5;90,5;9,19;2,5
33;Неполное среднее;15;12;34,9;13,42;0,47
26;Неполное среднее;6;5;21,9;0,89;0,03
30;Неполное среднее;4;2;41,2;17,23;3,94
28;Неполное среднее;9;2;33,9;13,96;1,08
47;Среднее;6;18;78,1;18,21;5,43
27;Неполное среднее;3;2;17;4,31;0,05
28;Среднее;9;5;16,8;2,44;0,09
46;Неполное среднее;6;21;27,3;12,81;1,38
54;Среднее;12;17;54,2;13,12;3,43
35;Неполное среднее;17;4;38,3;28,43;0,74
29;Неполное среднее;7;2;21,1;15,59;1,44
53;Незаконченное высшее;28;18;115,7;4,04;3,07
45;Среднее специальное;6;13;51,3;19,6;6,59
51;Неполное среднее;3;13;27;2,59;0,26
41;Неполное среднее;20;16;96,9;11,89;3,99
50;Неполное среднее;13;24;28,5;6,69;0,83
46;Неполное среднее;11;3;32,4;5,14;0,63
40;Неполное среднее;6;4;28,7;1,63;0,1
30;Среднее;6;0;25,1;30,74;2,54
38;Неполное среднее;16;0;44,6;2,67;0,36
34;Неполное среднее;10;15;31,2;16,61;1,66
35;Неполное среднее;12;14;48,5;2,61;0,23
45;Неполное среднее;17;23;70,1;5,03;1,23
46;Среднее;18;3;54,1;8,2;2,36
35;Неполное среднее;1;16;20,9;18,14;1,02
33;Неполное среднее;6;4;29,7;23,87;3,13
30;Неполное среднее;12;4;31,4;14,73;2,03
41;Неполное среднее;8;8;24,1;8,22;0,53
28;Высшее, ученая степень;0;8;59,6;19,17;3,43
56;Неполное среднее;18;29;51,9;3,48;0,62
40;Среднее специальное;5;5;63,6;20,12;5,96
28;Неполное среднее;9;3;21,7;8,37;0,36
44;Среднее специальное;6;23;31,3;7,1;0,38
37;Среднее;7;8;49,2;2,47;0,29
34;Неполное среднее;9;14;34;19,21;2,08
35;Неполное среднее;4;2;22,2;25,19;1,83
40;Неполное среднее;5;12;37,2;4,29;0,78
26;Неполное среднее;1;1;30,8;8,72;0,73
38;Среднее;19;9;34,3;18,71;3,73
37;Среднее специальное;5;14;20;10,57;0,55
29;Среднее;7;6;35,9;9,35;0,41
39;Среднее;10;17;43;6,14;1,15
31;Неполное среднее;9;3;37,6;5,07;0,71
38;Неполное среднее;7;15;30,6;20,35;1,13
30;Незаконченное высшее;5;2;36,9;11,03;1,66
33;Неполное среднее;10;3;37,1;32,36;6,06
24;Незаконченное высшее;1;4;25,3;9,45;1,51
29;Неполное среднее;7;3;19,8;14,26;1,35
24;Неполное среднее;2;4;19,9;10,61;0,22
23;Неполное среднее;2;4;20,1;6,14;0,6
33;Среднее специальное;11;14;98;2,42;0,05
47;Среднее специальное;12;25;42,4;8,57;0,86
29;Неполное среднее;1;1;28,4;4,64;0,3
33;Неполное среднее;2;3;20,5;4,97;0,33
27;Среднее;1;8;26,6;18,2;0,54
38;Среднее;20;6;70,6;9,59;0,56
36;Неполное среднее;15;3;34,7;8,03;0,81
46;Среднее;21;1;63,2;12,07;1,72
49;Неполное среднее;31;12;132,9;16,05;2,39
40;Неполное среднее;24;15;101,6;12,87;5,77
23;Среднее;1;2;21;15,53;0,31
30;Неполное среднее;13;7;20,2;14,43;2,21
30;Незаконченное высшее;5;9;24,5;3,23;0,3
44;Неполное среднее;23;7;58,9;5,29;1,76
36;Среднее специальное;8;9;21,4;4,29;0,58
38;Незаконченное высшее;8;7;77,1;3,24;0,81
26;Неполное среднее;2;1;16,4;6,64;0,06
30;Неполное среднее;6;10;29,7;5,34;0,32
35;Среднее;3;5;22,8;9,2;0,95
48;Неполное среднее;9;25;37,5;6,4;0,95
20;Неполное среднее;0;0;21,2;9,45;1,39
33;Среднее;0;5;15,2;2,35;0,15
40;Среднее;17;6;74,3;4,38;2,54
32;Неполное среднее;13;11;29,7;7,57;0,98
46;Неполное среднее;27;7;100,2;7,93;0,25
54;Среднее;30;7;148,1;4,51;2,12
43;Неполное среднее;2;12;18,2;11,63;0,88
31;Неполное среднее;7;10;22,2;20,61;2,63
32;Незаконченное высшее;4;1;64,3;10,31;2,87
35;Среднее специальное;10;2;38,7;9,8;0,19
26;Среднее;1;2;24,1;2,87;0,14
28;Неполное среднее;11;8;27,3;14,3;0,61
40;Неполное среднее;1;21;34,5;11,9;0,11
44;Неполное среднее;28;2;181,9;18,24;21,4
28;Среднее;4;5;23,3;12,49;1,29
42;Неполное среднее;22;16;73,8;3,02;0,29
30;Среднее;4;1;37,9;15,37;2,56
29;Среднее;6;1;34,5;4,11;0,48
37;Неполное среднее;6;4;23,1;3,56;0,08
54;Среднее;12;34;67,4;11,7;0,83
34;Неполное среднее;18;11;127,9;8,94;2,63
34;Среднее специальное;10;2;59;29,62;12,36
45;Среднее;4;3;22,1;17,56;0,62
32;Незаконченное высшее;1;13;45,7;13,95;2,82
30;Неполное среднее;0;0;20,3;7,86;0,72
33;Неполное среднее;9;2;34,2;8,09;0,58
29;Среднее специальное;7;7;55,3;24,2;3,29
43;Среднее;15;0;29,6;21,29;2,29
49;Среднее;24;7;67,5;3,34;0,66
24;Неполное среднее;7;3;25;7,27;0,35
38;Неполное среднее;5;10;29,7;6,38;0,18
26;Среднее;1;0;27,4;2,18;0,18
56;Среднее;35;14;189,2;2,23;1,5
33;Среднее специальное;5;14;22;10,79;0,88
41;Среднее специальное;8;2;29,9;7,54;0,58
39;Неполное среднее;18;20;66,3;6,8;2,78
28;Неполное среднее;11;6;27,7;8,22;0,78
34;Неполное среднее;15;11;63,5;11,98;2,53
38;Среднее;3;6;38,2;21,52;1,17
26;Неполное среднее;3;0;20,7;12,29;0,85
34;Неполное среднее;3;11;18,9;8,61;0,68
34;Среднее специальное;12;15;38,2;12,95;2,82
28;Неполное среднее;2;4;16,3;7,17;0,77
24;Неполное среднее;7;3;19,3;6,57;0,43
21;Среднее;0;2;17,2;7,52;0,81
32;Среднее;10;13;34;5,06;0,3
29;Неполное среднее;2;3;32,5;8,81;1,36
38;Неполное среднее;16;14;49,8;20,69;2,89
32;Неполное среднее;9;11;21,7;6,95;1,12
37;Неполное среднее;19;6;50,3;0,72;0,14
24;Среднее;2;4;22,3;5,44;0,64
36;Среднее специальное;13;15;206,5;1,5;0,85
28;Среднее;9;4;23,3;9,45;1,24
26;Неполное среднее;8;0;27,5;5,29;0,76
42;Неполное среднее;12;17;41,4;6,95;1,01
37;Неполное среднее;2;14;22,8;13,07;1,22
27;Среднее специальное;5;0;31,3;6,32;0,01
36;Среднее специальное;9;2;35,5;3,7;0,36
41;Неполное среднее;13;15;29,1;5,99;0,89
49;Среднее;20;23;146,2;14,48;3,9
31;Неполное среднее;9;0;30;24,72;2,81
35;Среднее;9;10;57,1;15,63;1,69
29;Среднее;5;0;33,3;14,35;0,46
39;Среднее специальное;9;9;73;7,82;3,57
31;Среднее специальное;8;8;25,8;9,71;0,14
32;Неполное среднее;15;8;80,6;3,86;1,01
26;Неполное среднее;7;7;28,3;3,03;0,43
31;Неполное среднее;13;9;44,3;2,31;0,55
45;Среднее;0;10;26,5;12,83;0,48
30;Среднее специальное;1;1;44;15,35;1,26
32;Неполное среднее;15;11;75;12,03;6,54
43;Неполное среднее;3;4;18,7;4,3;0,29
37;Среднее специальное;11;2;95,6;11,39;0,95
33;Среднее;7;0;23,6;7,67;0,82
29;Среднее;4;6;36,6;31,18;2,17
28;Среднее;0;1;14,5;7,57;0,44
28;Неполное среднее;1;9;14,9;8,3;0,06
33;Среднее специальное;1;12;33,9;12,16;1,47
46;Неполное среднее;2;20;20,6;2,39;0,19
29;Неполное среднее;7;9;25,1;7,72;0,42
26;Неполное среднее;7;5;20,2;16,39;2,23
54;Неполное среднее;21;17;56,4;11,11;0,83
31;Среднее специальное;2;10;49,3;3,75;0,56
34;Неполное среднее;3;10;14,4;10,09;0,49
47;Незаконченное высшее;18;17;159,7;12,6;1,99
35;Среднее специальное;8;16;44,3;3,54;0,39
25;Среднее;3;3;27,3;11,56;0,94
29;Среднее;4;5;19,1;23,44;0,21
47;Высшее, ученая степень;12;19;56,6;16,06;2,35
32;Неполное среднее;15;4;39,2;6,34;1,08
42;Неполное среднее;19;21;39,1;6,77;1,6
28;Неполное среднее;2;9;24,9;14,1;0,42
25;Среднее;4;2;29,1;14,48;1,46
43;Неполное среднее;11;12;50,9;23,07;5,26
38;Среднее;1;3;24,2;13,4;0,69
24;Среднее;3;4;16,7;10,07;0,65
26;Незаконченное высшее;1;0;33;12,78;0,33
24;Неполное среднее;8;0;30,2;9,51;0,35
26;Неполное среднее;9;7;25,4;4,97;0,87
51;Незаконченное высшее;19;22;69,1;10,58;0,77
45;Незаконченное высшее;18;26;194,6;6,66;6,53
29;Неполное среднее;1;2;17,2;3,92;0,35
36;Неполное среднее;18;15;43,8;16,81;1,55
30;Среднее;4;4;35,5;2,43;0,29
39;Неполное среднее;1;17;35,2;12,89;0,94
39;Неполное среднее;10;5;27,3;1,46;0,07
30;Неполное среднее;5;4;27,7;3,32;0,1
36;Неполное среднее;7;1;49,9;12,05;0,43
38;Среднее;15;3;42,9;5,82;0,17
35;Неполное среднее;11;7;24,9;11,91;0,37
50;Неполное среднее;29;16;138,6;11,58;4,14
46;Неполное среднее;1;15;24,7;6,79;0,56
41;Неполное среднее;13;16;47,8;7,1;0,59
32;Незаконченное высшее;1;13;32,2;9,73;0,81
31;Неполное среднее;15;6;32,3;15,7;0,66
34;Незаконченное высшее;1;2;69,8;12,62;2,7
30;Среднее;4;9;21;20,78;1,38
26;Среднее специальное;2;2;41,2;9,8;0,92
36;Среднее;5;7;54,5;8,08;1,78
22;Среднее;0;1;31,2;2,1;0,48
45;Неполное среднее;26;7;85,2;17,08;6,43
28;Неполное среднее;10;6;32,1;3,27;0,15
33;Незаконченное высшее;5;8;57;12,04;0,4
29;Среднее специальное;5;10;18,3;6,6;0,64
28;Среднее;2;4;30,2;4,74;0,32
41;Неполное среднее;9;9;35,9;11,61;2,28
45;Среднее;6;22;46,4;20,15;0,17
41;Среднее;23;19;79,8;9,29;0,54
25;Неполное среднее;2;5;18,2;19,34;1,22
41;Среднее;23;0;75,9;19,75;11,65
36;Неполное среднее;0;5;15,8;17,96;1,14
47;Неполное среднее;28;17;68,8;14,22;1,58
32;Неполное среднее;8;9;46,3;2,36;0,45
32;Неполное среднее;1;10;15,4;17,1;0,5
22;Неполное среднее;6;3;24,8;16,48;0,47
33;Неполное среднее;11;5;23;15,29;2,03
33;Неполное среднее;5;5;17,7;3,25;0,02
22;Неполное среднее;1;2;20,3;2,87;0,2
43;Неполное среднее;13;10;34,8;4,75;0,4
30;Незаконченное высшее;5;5;21,6;7,33;0,69
34;Неполное среднее;2;0;21,4;15,76;2,28
41;Неполное среднее;16;4;42,3;9,95;0,95
42;Неполное среднее;16;14;50;13,58;3,25
56;Среднее специальное;19;27;187,3;1,6;1,28
29;Среднее;1;5;24,8;1,32;0,11
30;Среднее;3;6;20,5;11,98;1,78
28;Неполное среднее;12;1;54,9;7,2;0,77
24;Неполное среднее;5;5;20,3;5,87;0,33
34;Среднее;14;9;33,3;6,41;0,32
34;Среднее;9;6;37,1;16,75;1,39
32;Среднее;1;10;40,8;9,37;1,34
26;Неполное среднее;6;6;22,2;8,52;0,25
44;Незаконченное высшее;8;18;45,3;7,49;1,97
34;Среднее;4;10;76,8;29,66;15,63
53;Среднее;25;10;182,8;10,14;11,9
47;Среднее;17;5;85,7;9,01;3
40;Неполное среднее;15;16;51,7;31,5;4,64
31;Неполное среднее;1;7;31,4;12,01;0,13
37;Неполное среднее;15;15;52;10,5;0,66
37;Среднее;0;3;21,7;5,29;0,13
23;Среднее;3;2;22,5;14,99;0,69
48;Среднее специальное;5;15;55,9;8,05;0,66
43;Неполное среднее;17;18;66,1;8,09;2,26
39;Неполное среднее;23;13;81,2;10,77;2,08
26;Неполное среднее;1;6;25,2;9,94;1,03
27;Среднее;1;6;21,4;10,73;0,91
36;Неполное среднее;11;3;36,3;4,14;0,83
36;Неполное среднее;17;15;72,9;2,21;0,79
48;Среднее;18;29;100,1;23,37;10,53
22;Неполное среднее;4;3;22,7;7,93;0,32
29;Неполное среднее;8;1;25,8;10,2;0,81
24;Неполное среднее;3;5;15,3;11,67;0,63
47;Среднее;21;13;60,2;3,15;0,04
48;Среднее;22;25;103,9;3,93;0,96
33;Неполное среднее;3;4;17,9;5,76;0,16
41;Неполное среднее;0;9;27,5;10,26;0,87
43;Неполное среднее;18;9;47,9;9,82;2,03
58;Незаконченное высшее;14;15;168,2;8,56;2,03
35;Неполное среднее;4;7;19,8;19,97;1,25
51;Незаконченное высшее;4;8;27,1;2,13;0,19
25;Среднее специальное;3;2;24,7;4,71;0,64
29;Среднее;5;4;27;5,6;0,81
42;Среднее;2;21;43,6;3,95;1,04
44;Среднее;14;10;47,2;22,83;0,34
31;Неполное среднее;1;12;33,3;16,97;2
29;Среднее специальное;1;4;23,1;5,88;0,54
21;Неполное среднее;3;0;14,4;9,6;0,32
44;Неполное среднее;17;21;111,2;12,97;4,86
40;Неполное среднее;13;7;51,3;13,86;0,71
29;Незаконченное высшее;2;2;37,6;7,67;0,18
38;Неполное среднее;15;15;77,1;13,05;0,63
30;Неполное среднее;3;4;26,2;5,34;0,88
46;Незаконченное высшее;3;21;53,8;6,13;1,31
43;Среднее;6;16;32,4;12,5;1,16
37;Незаконченное высшее;3;10;14,7;29,95;0,82
33;Неполное среднее;12;3;41,7;27,1;5,83
32;Среднее;13;8;31,1;18,69;3,53
42;Среднее специальное;12;18;69,7;5,05;2,01
41;Среднее;22;9;46,1;11,21;1,19
30;Среднее;0;9;20;4,62;0,27
39;Неполное среднее;6;13;34,4;2,9;0,05
37;Среднее;5;17;34;16,93;1,86
27;Неполное среднее;3;6;20,5;2,68;0,22
33;Среднее;14;11;40,1;7,62;0,54
47;Неполное среднее;23;8;78,1;2,39;1,07
29;Незаконченное высшее;1;9;23,5;12,65;1,34
34;Среднее специальное;13;7;83,3;7,71;2,03
43;Среднее;11;7;34,6;14,33;0,66
26;Неполное среднее;5;6;19,8;20,68;2
31;Среднее;5;3;56,6;11,1;0,74
45;Неполное среднее;2;21;30;14,37;1,92
26;Неполное среднее;9;2;18,2;26,31;3,17
25;Неполное среднее;4;0;19,3;5,52;0,39
45;Среднее специальное;13;8;94,8;11,78;1,36
29;Неполное среднее;2;0;29,4;6,15;0,71
41;Неполное среднее;25;19;79,3;13,15;3,67
24;Неполное среднее;7;1;18,2;5,71;0,57
40;Высшее, ученая степень;8;16;44;8,95;2,05
34;Высшее, ученая степень;3;12;98,8;3,68;1
35;Среднее;1;13;37;2,31;0,21
51;Среднее специальное;7;4;22;7,6;0,2
49;Неполное среднее;5;6;32,4;5,33;0,51
44;Неполное среднее;4;16;25,1;21,28;0,83
24;Среднее;3;1;17,6;12,57;0,89
27;Среднее специальное;3;5;21,9;8,8;0,83
23;Среднее;0;1;21,4;1,33;0,13
44;Неполное среднее;1;4;30,2;2,43;0,22
49;Неполное среднее;29;22;202;13,76;10,92
33;Среднее;5;13;48,8;5,44;0,48
31;Среднее;4;12;21,1;17,75;1,42
39;Среднее специальное;8;14;41,1;8,14;1,3
31;Неполное среднее;10;5;48,3;7,22;1,28
35;Неполное среднее;2;11;21,3;7,82;1,23
23;Неполное среднее;1;1;18,3;42,26;4,66
43;Среднее;22;22;142,6;3,36;0,34
37;Неполное среднее;9;7;26,8;1,37;0,08
37;Среднее;10;12;40,3;13,33;2,04
22;Среднее;1;3;26,5;4,48;0,27
31;Среднее специальное;6;9;109,4;10,84;4,44
31;Среднее;3;3;14,8;15,38;1,03
26;Незаконченное высшее;2;2;23,4;23,43;3,67
31;Неполное среднее;1;11;25,2;10,34;0,66
33;Неполное среднее;8;10;23,2;12,26;0,57
38;Неполное среднее;19;8;36,3;6,28;0,9
46;Незаконченное высшее;4;16;44,9;16,73;3,04
38;Неполное среднее;5;12;20,3;13,98;1,73
27;Среднее;2;7;29,5;10,8;1,62
33;Среднее;13;5;51,2;3,1;0,67
27;Среднее;8;3;27,9;16,4;2,26
28;Неполное среднее;5;7;32;13,57;1,19
38;Неполное среднее;0;4;33,4;14,96;0,86
40;Среднее специальное;9;10;200,5;3,38;2,04
34;Среднее;14;3;31,4;11,37;1,12
47;Незаконченное высшее;2;6;64;14,99;2,55
40;Неполное среднее;9;9;39,7;17,98;1,78
39;Среднее;16;9;77,3;15,06;0,35
42;Среднее;3;7;47,1;15,67;2,32
35;Неполное среднее;11;3;61,7;5,29;1,77
42;Среднее;6;23;42,8;6,3;2,03
46;Неполное среднее;23;23;127,5;2,88;0,92
23;Неполное среднее;3;0;24;14,33;2,28
34;Неполное среднее;6;0;28;19,89;2,81
30;Неполное среднее;2;1;28,2;8,39;0,67
46;Среднее специальное;0;11;34,1;8,84;1,12
23;Неполное среднее;2;1;18,4;1,5;0,02
34;Неполное среднее;13;5;30;15,48;2,06
26;Неполное среднее;7;1;31;15,01;1,48
26;Неполное среднее;3;2;19,9;1,92;0,19
32;Неполное среднее;11;7;43,6;2,52;0,51
26;Неполное среднее;2;4;22,3;11,22;1,47
24;Неполное среднее;2;1;17,4;13,5;0,78
31;Неполное среднее;10;10;38,6;1,6;0,06
37;Неполное среднее;13;15;45,9;28,12;3,89
23;Среднее специальное;1;0;74,3;17,15;2,79
36;Среднее;17;2;116,3;5,56;1,22
30;Неполное среднее;1;0;21,4;9,03;0,48
50;Неполное среднее;21;6;53,1;4,65;1,04
45;Среднее специальное;6;0;50,9;16,17;0,57
31;Среднее специальное;9;6;34;7,36;1,41
39;Среднее специальное;2;6;23,3;12,33;1,17
35;Незаконченное высшее;0;16;50;6,96;0,83
36;Среднее специальное;13;12;143,1;15,82;2,78
37;Неполное среднее;5;15;23,9;33,64;0,22
41;Незаконченное высшее;13;18;96,4;6,17;1,68
35;Неполное среднее;5;14;20,5;4,7;0,17
35;Среднее специальное;5;0;64,3;4,1;1,36
27;Среднее специальное;5;7;51,6;6,42;0,81
38;Неполное среднее;11;13;40,6;6,54;0,52
42;Неполное среднее;2;23;20,1;3,73;0,19
35;Неполное среднее;12;1;31,5;10,71;0,61
44;Неполное среднее;5;11;24,1;1,55;0,07
29;Среднее специальное;8;9;63,9;8,41;1,34
49;Среднее;18;2;127,2;1,52;0,58
47;Неполное среднее;23;9;100,2;6,99;0,99
32;Неполное среднее;8;7;34,7;7,66;1,67
42;Среднее;14;18;108,5;2,47;0,61
37;Неполное среднее;13;10;46;4;0,54
27;Среднее;9;8;33,8;17,09;0,8
47;Среднее;22;2;54,3;14,33;6,99
34;Неполное среднее;2;12;18,8;7,16;0,55
28;Неполное среднее;1;8;14,5;24,01;1,09
38;Среднее;18;11;72,5;3,07;0,18
41;Неполное среднее;15;4;49,1;2,31;0,7
28;Неполное среднее;7;6;20;9,78;0,77
39;Неполное среднее;17;1;46,1;11,27;2,51
30;Неполное среднее;7;3;40;9,84;0,84
27;Среднее;3;7;27,2;8,12;0,25
30;Среднее специальное;7;10;32,9;20,34;2,74
22;Среднее;1;2;20,3;4,1;0,1
32;Незаконченное высшее;4;12;37,3;1,44;0,34
39;Неполное среднее;11;15;43,5;8,31;0,74
42;Неполное среднее;7;19;30,5;7,51;1,26
34;Среднее;1;9;19,2;2,24;0,19
28;Неполное среднее;8;9;31,5;17,51;2,15
31;Неполное среднее;6;3;26,6;2,45;0,24
54;Среднее;33;4;300,6;21,53;22,85
31;Неполное среднее;14;11;50,3;6,45;0,85
28;Неполное среднее;10;5;22,8;12,07;0,81
41;Неполное среднее;2;12;27,3;15,47;1,1
44;Неполное среднее;7;20;27,5;13,79;1,71
25;Неполное среднее;0;0;19,3;2,79;0,09
44;Среднее;14;7;96,9;12,16;7,53
32;Неполное среднее;16;8;31,4;8,97;2,19
40;Неполное среднее;14;9;52,4;8,17;2,64
31;Неполное среднее;5;9;31,2;9,13;1,07
21;Неполное среднее;1;1;12,5;13,93;0,33
23;Среднее специальное;0;0;20,3;27,69;3,43
36;Неполное среднее;11;14;57,9;11,61;1,84
26;Среднее;0;0;25,5;5,7;0,41
37;Среднее;0;7;16,3;3,1;0,22
34;Неполное среднее;18;0;70,7;3,04;0,38
44;Неполное среднее;15;2;42,4;8,67;1,57
31;Среднее;12;4;73,5;3,51;0,43
39;Неполное среднее;4;2;22,6;6,25;0,29
51;Незаконченное высшее;24;5;330,7;5,11;2,01
40;Незаконченное высшее;15;9;38,5;9,59;0,2
40;Неполное среднее;8;18;25,7;12,69;0,53
27;Неполное среднее;8;7;33,6;23,13;5,61
31;Неполное среднее;1;11;15,5;18,4;1,86
45;Среднее;4;7;59,3;8,78;2,73
46;Неполное среднее;27;24;176,3;4,55;1,71
29;Неполное среднее;0;10;37,6;24,47;6,06
40;Среднее;17;2;73,3;8,69;2,25
27;Неполное среднее;8;7;17,3;7,84;0,21
44;Неполное среднее;23;7;75,6;9,6;0,95
30;Неполное среднее;2;2;20,7;8,18;0,49
31;Среднее специальное;4;12;34,1;19,29;4,01
36;Неполное среднее;3;12;23,3;16,88;1,43
34;Среднее специальное;11;15;83,8;23,71;6,42
24;Среднее;2;5;19,5;12,15;0,35
25;Неполное среднее;8;1;28,1;12,01;0,02
38;Среднее;15;7;47,6;0,27;0,01
37;Незаконченное высшее;11;5;76,1;3,32;1,04
53;Среднее;16;34;138,9;1;0,46
25;Среднее;7;6;30,8;3,82;0,2
51;Неполное среднее;34;17;433;4,25;4,49
29;Неполное среднее;1;6;19,6;7,79;0,51
28;Неполное среднее;12;8;24,8;7,24;0,67
36;Среднее специальное;9;0;63,9;1,67;0,54
35;Среднее;14;3;53,7;4,46;1,47
25;Неполное среднее;9;1;22,9;18,59;0,43
34;Неполное среднее;6;1;25,1;18,14;1,88
23;Среднее;3;2;27,2;1,52;0,24
31;Неполное среднее;6;2;21,8;6,94;1
40;Среднее специальное;13;13;37,7;8,47;0,88
41;Неполное среднее;2;18;22,2;7,78;0,72
42;Неполное среднее;21;22;61,4;1,6;0,22
31;Неполное среднее;15;4;65,7;16,45;7,01
44;Неполное среднее;26;10;121,7;6,53;2,03
33;Среднее;8;7;26,9;6,88;1,33
41;Неполное среднее;11;13;25,1;6,75;0,16
35;Неполное среднее;0;10;37,1;1,29;0,18
46;Неполное среднее;24;10;80,9;9,83;1,2
23;Неполное среднее;5;3;25,8;6,75;0,21
30;Среднее специальное;0;1;18,5;18,29;0,78
57;Неполное среднее;11;20;39,8;9,48;1,57
37;Неполное среднее;19;15;59,8;8,53;1,39
24;Неполное среднее;3;1;23,4;14,56;1,24
33;Неполное среднее;2;6;18,9;0,78;0,08
44;Среднее специальное;21;6;224,8;12,45;16,93
39;Неполное среднее;4;4;37,4;13,88;2,92
36;Среднее;9;5;28,1;5,34;0,18
45;Среднее;10;4;94,1;17,89;6,55
30;Незаконченное высшее;2;5;53,5;5,76;0,84
25;Среднее;1;3;28;5,02;0,6
31;Неполное среднее;0;6;28,6;6,88;0,55
43;Неполное среднее;14;24;66,2;10,38;2,14
40;Среднее специальное;4;11;49,9;6,01;0,49
33;Неполное среднее;5;4;22,4;12,29;0,98
26;Среднее;5;0;18,8;5,07;0,15
29;Неполное среднее;10;0;25,7;9,85;1,65
38;Неполное среднее;21;17;91,7;2,4;0,42
54;Неполное среднее;5;31;57,6;26,38;2,58
28;Неполное среднее;4;6;20,2;6,97;0,46
32;Неполное среднее;5;1;15,5;2,38;0,01
23;Неполное среднее;1;3;14,5;5,07;0,21
32;Неполное среднее;8;8;45,4;8,03;0,13
42;Неполное среднее;22;4;110,9;7,7;2,78
21;Среднее;3;1;16,7;10,63;0,54
27;Неполное среднее;5;2;28,7;14,85;1,14
50;Неполное среднее;9;26;36,9;5,4;0,69
27;Неполное среднее;3;3;18,6;12,31;0,49
34;Неполное среднее;1;14;24,1;7,7;0,33
33;Среднее;7;0;87,3;11,89;1,09
22;Неполное среднее;1;0;15,8;5,57;0,06
30;Незаконченное высшее;2;7;41,2;25,88;6,34
32;Неполное среднее;10;11;42,9;11,81;0,78
40;Неполное среднее;8;17;31,4;3,82;0,54
40;Неполное среднее;18;12;124,8;34,2;4,95
40;Неполное среднее;18;17;43,1;19,18;4,6
42;Неполное среднее;13;21;52,2;9,93;1,22
28;Неполное среднее;10;7;35,6;3,03;0,62
37;Неполное среднее;11;1;32,9;6,5;0,82
50;Неполное среднее;32;0;151,7;6,02;1,75
40;Неполное среднее;16;21;74,9;16,23;3,04
41;Среднее;12;2;55,6;36,8;7,59
47;Неполное среднее;20;21;44,7;17,88;3,47
22;Неполное среднее;3;2;15,7;7,12;0,12
36;Неполное среднее;5;16;26,3;15,49;1,11
29;Среднее;9;5;34,8;9,54;0,68
55;Неполное среднее;24;16;110,7;12,97;7,28
39;Неполное среднее;0;12;17,2;5,12;0,11
34;Среднее специальное;8;13;53,4;15,27;2,27
29;Среднее;8;3;38;9,56;1,6
43;Среднее;13;11;36,6;10,75;2,33
25;Незаконченное высшее;2;0;25,7;5,44;0,56
40;Среднее;12;5;56,5;10,35;2,52
34;Неполное среднее;4;5;21,8;14,66;0,85
45;Среднее;20;19;68,2;2,21;0,54
49;Неполное среднее;12;25;43,9;4,8;0,91
33;Среднее;4;3;24,9;12,31;1,35
46;Неполное среднее;8;1;33,9;20,67;1,84
42;Неполное среднее;14;4;41,1;9,13;0,55
43;Незаконченное высшее;1;9;70,8;17,73;3
36;Неполное среднее;11;6;31,3;12,35;1,37
30;Среднее;4;9;42,6;8,43;1,49
47;Незаконченное высшее;16;0;172,6;14,44;19,59
31;Неполное среднее;8;12;40,6;2,74;0,17
